7.029704,1.392178,0.959994,1.484348,0.431478,-1.846606,0.824456,0.344760,-1.070456,-0.819514,-0.246518,0.015504,
6.274824,0.484177,0.637755,1.671113,2.431175,1.150034,2.533527,2.382711,-0.445618,-0.441464,-0.089190,-0.004103,
0.221186,-1.492700,2.424551,-3.554617,-0.176215,-1.561598,1.105699,1.371220,0.055972,0.398223,-0.067133,-0.012728,
6.313847,2.529037,2.493378,4.536978,3.608327,0.377532,-0.444226,-0.032403,0.366538,-0.415688,-0.373183,-0.070290,
2.924776,0.449211,1.187880,0.198152,-0.186961,-0.392280,-0.663388,-0.180329,-0.216028,-0.242927,-0.132039,-0.044408,
5.847366,1.305968,1.303224,2.129141,2.067907,0.854335,1.631286,2.670198,1.045313,-0.193346,-0.203588,0.012797,
3.094395,0.899374,2.218458,1.561681,1.186650,0.876016,0.405136,0.646631,0.533177,0.221483,0.108264,0.017842,
5.377501,2.009094,2.601525,1.896833,1.453316,2.075372,2.156391,1.268212,-0.017932,0.074085,0.168475,0.042671,
6.815853,1.776704,2.167418,3.346614,1.620764,0.588326,1.366072,0.115545,-0.830277,-0.829996,-0.254517,-0.020738,
6.590282,0.313890,0.275662,1.459435,2.697027,3.486645,3.454147,1.904647,-1.330921,-0.400148,0.195220,0.016270,
1.466465,-1.371017,2.913924,-1.813794,0.689152,-1.095845,1.052559,0.400309,-0.954766,-0.114062,-0.185703,-0.011312,
4.606284,3.078344,4.307462,3.804820,3.301580,1.416182,1.288012,0.746796,0.203815,0.165972,0.167892,0.035576,
1.982124,0.240933,1.106140,0.270734,1.381559,-0.556600,0.550841,0.352412,0.186241,0.223569,-0.062367,0.009567,
5.286530,0.744148,1.429589,1.828962,4.741248,0.869989,2.500705,2.348490,0.541029,-0.239981,-0.394004,0.112906,
3.456577,0.060411,3.592800,-0.241599,2.382832,0.712347,2.210343,2.157539,0.873311,0.310830,-0.131441,0.055939,
4.744467,2.476620,3.068930,2.732177,3.618915,3.109549,2.091981,1.014964,0.157750,0.159525,0.370969,0.132854,
7.257890,2.459494,1.632869,2.418393,0.673785,-1.744365,-1.180584,0.318451,-0.145539,-0.509766,-0.244597,-0.012049,
6.503853,-0.081872,0.451474,4.045668,2.949856,1.109845,2.285526,2.819329,0.470755,-0.611532,-0.255523,0.071822,
-0.103182,-1.913590,3.169632,-2.290828,0.807970,-0.534624,0.834466,1.712862,0.593199,0.016087,-0.089092,0.013047,
6.169310,2.330197,1.650621,3.214506,3.258231,1.352352,0.744408,1.063539,0.620350,-0.535966,-0.296272,-0.005387,
2.055521,0.108369,1.048617,0.109576,0.569808,0.597828,-0.313404,0.600796,0.587599,0.011627,0.015091,-0.004261,
6.390245,-0.336120,1.196399,1.924758,3.142341,2.372338,1.287222,3.100566,0.557807,-0.742834,-0.151837,0.046487,
3.349027,1.124370,2.309915,1.953400,1.980037,1.832716,0.861793,1.571003,1.246491,0.454424,0.296089,0.073011,
5.502288,1.302566,2.521304,3.935477,3.116855,2.033702,2.551827,1.738629,-0.451547,-0.287745,0.410533,0.157153,
7.114449,1.157601,0.939200,1.457326,1.209328,0.573505,0.445979,1.284993,-0.284787,-0.689509,-0.177366,-0.013730,
5.523544,1.659027,1.540856,0.448352,3.498038,3.830757,2.329343,1.344475,-0.191310,-0.050737,0.060676,0.060311,
0.399561,-1.848245,3.094659,-2.071203,1.813026,0.459317,1.617589,0.921909,-0.179633,0.239422,-0.085928,0.029971,
4.768617,3.072101,3.818316,4.154063,4.645272,0.650600,1.140273,1.393620,0.952212,-0.054054,-0.057637,0.072910,
3.233206,0.396195,1.263677,0.695453,-0.814552,-0.261580,1.286324,1.122510,0.395346,0.238025,0.085541,-0.027687,
5.035895,1.704838,2.380973,3.078583,3.513045,2.578053,2.517761,2.588801,0.742184,-0.337212,-0.023512,0.126672,
3.219125,1.096617,2.664232,1.936521,2.941880,0.500539,1.717289,1.395593,0.861514,0.745318,0.192792,0.091111,
3.921855,2.686887,3.649866,3.164235,3.173547,2.297296,1.911925,1.655738,0.938957,0.431976,0.274810,0.111306,
